KOR,MATH,GRADE 
50,97,A
79,91,A
10,13,C
55,93,A
87,39,B
18,87,B
94,39,B
19,47,C
88,89,A
98,50,A
53,20,C
31,19,C
66,21,B
85,27,B
11,53,C
19,32,C
22,98,B
92,76,A
85,32,B
52,61,B
27,76,B
40,71,B
44,14,C
42,22,C
95,99,A
23,21,C
80,54,B
18,67,B
64,97,A
29,54,B
17,41,C
92,35,B
79,37,B
23,36,C
87,96,A
82,26,B
100,76,A
81,62,A
55,16,C
26,45,C
27,68,B
52,50,B
90,29,B
53,30,B
51,30,B
20,21,C
32,13,C
45,28,C
37,79,B
55,96,A
74,29,B
79,53,B
40,24,C
77,32,B
44,64,B
92,35,B
98,51,A
88,40,B
30,11,C
69,21,B
48,76,B
99,14,B
24,29,C
55,69,B
84,59,A
58,12,C
52,53,B
71,52,B
97,76,A
65,31,B
39,55,B
36,92,B
43,46,B
34,80,B
43,61,B
83,93,A
21,10,C
23,59,B
13,97,B
28,74,B
74,25,B
30,49,C
47,29,C
65,83,A
78,20,B
53,24,C
84,68,A
39,83,B
20,48,C
99,35,B
74,68,A
10,57,C
16,18,C
92,27,B
27,61,B
79,94,A
40,67,B
96,41,B
50,52,B
17,26,C
51,82,B
48,51,B
38,12,C
80,12,B
75,95,A
19,32,C
90,10,B
83,54,B
86,65,A
57,34,B
23,92,B
14,35,C
60,72,B
14,72,B
67,72,B
31,67,B
33,15,C
39,14,C
91,18,B
67,61,B
26,72,B
54,26,B
86,85,A
15,74,B
77,37,B
55,96,A
84,23,B
24,67,B
18,33,C
87,46,B
93,26,B
48,34,B
98,34,B
65,80,A
48,21,C
58,11,C
100,94,A
70,33,B
81,40,B
78,19,B
96,79,A
100,93,A
52,54,B
41,56,B
47,72,B
24,16,C
34,33,C
15,37,C
81,38,B
54,87,A
85,57,A
62,15,C
28,55,B
56,12,C
66,52,B
52,51,B
95,29,B
13,30,C
14,97,B
20,68,B
32,47,C
55,53,B
51,55,B
49,54,B
36,98,B
77,14,B
57,75,B
77,21,B
53,14,C
44,73,B
69,19,B
60,90,A
24,90,B
12,36,C
58,38,B
42,24,C
50,64,B
32,49,B
16,87,B
18,28,C
95,21,B
78,94,A
42,75,B
15,88,B
62,73,B
14,12,C
92,26,B
84,19,B
17,33,C
43,21,C
29,35,C
20,82,B
67,13,B
49,81,B
88,35,B
57,61,B
92,99,A
29,95,B
78,75,A
30,47,C
14,61,C
19,45,C
43,18,C
86,26,B
89,10,B
11,23,C
65,78,A
40,12,C
73,20,B
78,32,B
19,64,B
61,75,B
59,57,B
43,17,C
69,80,A
45,15,C
86,42,B
77,91,A
91,83,A
11,25,C
67,17,B
20,41,C
93,61,A
97,51,A
78,69,A
58,38,B
73,20,B
66,88,A
34,89,B
24,60,B
58,25,B
22,92,B
38,37,C
47,96,A
23,86,B
85,60,A
15,76,B
54,99,A
26,90,B
81,88,A
64,58,B
82,35,B
15,82,B
77,81,A
43,51,B
45,97,A
18,13,C
18,45,C
25,79,B
83,37,B
33,27,C
81,64,A
22,85,B
10,82,B
54,44,B
44,68,B
10,78,B
66,26,B
66,44,B
45,48,B
83,10,B
17,38,C
12,27,C
89,30,B
76,75,A
33,27,C
82,67,A
96,36,B
42,27,C
30,88,B
42,92,B
91,66,A
93,16,B
65,32,B
37,62,B
44,46,B
81,64,A
53,79,B
80,23,B
67,44,B
13,98,B
87,31,B
65,77,A
45,11,C
52,33,B
88,65,A
28,66,B
34,41,C
52,94,A
80,40,B
94,83,A
39,65,B
36,47,B
74,61,B
45,56,B
79,24,B
84,20,B
60,23,B
71,95,A
90,71,A
87,37,B
65,52,B
74,22,B
74,50,B
59,93,A
39,21,C
91,21,B
13,47,C
87,24,B
74,39,B
43,17,C
92,83,A
79,75,A
55,72,B
20,35,C
52,29,B
30,97,B
26,65,B
13,12,C
35,53,B
71,59,B
13,18,C
44,70,B
24,45,C
33,43,C
82,64,A
51,51,B
25,12,C
51,69,B
61,56,B
44,54,B
81,97,A
89,84,A
97,71,A
45,81,B
69,62,B
11,82,B
81,97,A
85,65,A
68,11,C
85,24,B
35,85,B
30,10,C
90,93,A
43,23,C
83,33,B
34,88,B
14,45,C
47,83,B
68,68,B
62,15,C
51,61,B
84,16,B
67,15,B
80,33,B
37,38,C
90,17,B
89,16,B
63,59,B
76,59,B
34,18,C
53,52,B
40,81,B
74,42,B
69,68,B
22,65,B
82,66,A
75,98,A
76,62,B
97,55,A
13,21,C
100,82,A
36,79,B
21,41,C
50,32,B
73,99,A
23,12,C
80,39,B
99,90,A
90,39,B
56,79,B
93,16,B
15,76,B
14,98,B
65,12,C
22,54,C
10,92,B
68,75,A
31,55,B
43,100,A
81,72,A
15,49,C
79,69,A
18,71,B
76,61,B
53,77,B
66,44,B
50,45,B
52,92,A
76,34,B
97,67,A
62,100,A
45,68,B
81,48,B
77,83,A
18,69,B
10,74,B
67,50,B
36,47,B
55,61,B
31,34,C
78,63,A
48,36,B
19,100,B
70,49,B
26,43,C
46,39,B
86,57,A
48,52,B
98,11,B
19,50,C
84,63,A
29,56,B
76,81,A
94,100,A
58,15,C
53,59,B
52,14,C
10,52,C
20,35,C
49,42,B
60,69,B
70,16,B
87,81,A
97,40,B
65,69,B
50,66,B
70,58,B
31,41,C
94,92,A
50,64,B
92,87,A
58,70,B
86,67,A
13,61,C
56,65,B
90,65,A
22,46,C
37,78,B
96,34,B
11,53,C
51,49,B
70,42,B
14,50,C
56,16,C
82,98,A
95,90,A
53,72,B
36,25,C
42,82,B
72,80,A
10,79,B
22,29,C
38,33,C
57,49,B
90,99,A
72,75,A
75,47,B
17,46,C
82,61,A
92,90,A
12,55,C
16,86,B
29,78,B
33,83,B
42,31,C
62,19,B
76,81,A
47,29,C
95,63,A
54,14,C
31,43,C
65,80,A
98,83,A
56,52,B
86,24,B
32,100,B
91,73,A
45,68,B
61,18,C
51,86,B
98,40,B
17,52,C
100,13,B
97,31,B
29,56,B
94,75,A
18,93,B
94,95,A
87,20,B
70,11,B
15,58,C
46,71,B
73,47,B
22,60,B
38,49,B
12,41,C
79,31,B
35,82,B
30,93,B
99,50,A
65,62,B
68,17,B
13,81,B
69,57,B
95,30,B
23,79,B
56,13,C
83,32,B
38,31,C
97,37,B
55,75,B
59,26,B
39,45,B
94,11,B
71,51,B
36,69,B
14,50,C
62,25,B
14,72,B
86,42,B
59,41,B
82,47,B
86,44,B
89,93,A
40,11,C
61,67,B
54,62,B
86,43,B
20,66,B
72,37,B
84,93,A
11,73,B
79,54,B
73,42,B
87,95,A
31,68,B
36,84,B
43,57,B
85,29,B
63,66,B
80,20,B
96,51,A
69,22,B
30,32,C
37,20,C
50,89,B
69,85,A
32,94,B
36,84,B
91,52,A
58,74,B
48,71,B
59,93,A
26,90,B
69,36,B
34,90,B
100,68,A
16,33,C
69,51,B
82,85,A
30,42,C
22,99,B
93,65,A
35,59,B
40,81,B
16,38,C
53,64,B
34,19,C
41,54,B
79,42,B
82,90,A
20,28,C
90,35,B
58,91,A
57,66,B
97,83,A
94,85,A
80,30,B
96,62,A
65,15,B
55,27,B
19,58,C
40,98,B
68,68,B
33,28,C
59,32,B
18,56,C
72,72,A
66,47,B
69,42,B
94,24,B
84,75,A
56,38,B
86,87,A
16,83,B
44,14,C
20,92,B
69,61,B
65,70,B
73,43,B
30,28,C
67,66,B
88,88,A
48,83,B
82,64,A
55,16,C
37,91,B
10,59,C
87,82,A
94,22,B
88,44,B
75,55,B
94,20,B
81,54,B
100,59,A
51,44,B
38,72,B
89,37,B
62,72,B
19,44,C
47,32,C
59,41,B
54,60,B
23,97,B
60,18,C
27,49,C
11,81,B
25,31,C
86,27,B
89,77,A
98,84,A
83,83,A
84,80,A
80,52,B
44,64,B
36,85,B
53,67,B
96,72,A
21,19,C
37,60,B
58,95,A
21,27,C
62,38,B
58,95,A
12,97,B
44,95,B
71,63,B
68,18,B
17,40,C
40,88,B
55,93,A
29,60,B
88,73,A
38,49,B
73,50,B
98,59,A
48,40,B
44,97,A
81,74,A
99,78,A
53,82,B
72,81,A
72,40,B
35,30,C
20,25,C
92,10,B
71,78,A
76,22,B
93,84,A
62,69,B
13,94,B
56,47,B
14,15,C
72,53,B
92,82,A
13,87,B
27,90,B
10,97,B
21,16,C
53,19,C
50,30,B
53,34,B
17,72,B
77,68,A
13,42,C
10,45,C
50,39,B
54,64,B
77,17,B
28,51,C
87,88,A
74,35,B
66,67,B
33,61,B
61,73,B
68,69,B
88,43,B
91,29,B
10,79,B
46,49,B
19,73,B
27,18,C
90,94,A
96,27,B
42,50,B
80,89,A
39,95,B
36,20,C
35,70,B
24,71,B
94,19,B
18,19,C
41,100,A
93,92,A
76,91,A
50,61,B
28,24,C
81,49,B
13,14,C
40,38,C
31,92,B
78,19,B
15,57,C
90,88,A
27,63,B
92,10,B
22,23,C
97,75,A
81,77,A
17,36,C
19,79,B
64,66,B
28,27,C
89,93,A
74,88,A
78,70,A
34,85,B
76,18,B
17,17,C
68,75,A
26,73,B
36,54,B
80,23,B
52,82,B
58,94,A
89,57,A
42,54,B
59,33,B
95,66,A
10,95,B
15,75,B
93,67,A
91,52,A
74,47,B
84,36,B
46,31,C
73,80,A
66,98,A
98,13,B
74,90,A
59,74,B
36,94,B
57,76,B
14,67,B
50,67,B
21,69,B
88,89,A
40,79,B
60,65,B
42,55,B
10,87,B
81,29,B
93,83,A
19,41,C
79,12,B
73,60,B
46,35,B
13,82,B
32,18,C
79,43,B
64,18,B
87,23,B
37,83,B
38,49,B
99,94,A
27,85,B
72,99,A
25,22,C
41,90,B
49,88,B
94,50,A
68,92,A
86,54,A
46,14,C
19,97,B
35,70,B
73,59,B
56,35,B
85,26,B
34,44,C
46,95,A
17,17,C
81,82,A
32,44,C
54,94,A
62,40,B
62,12,C
36,56,B
51,52,B
27,74,B
92,97,A
12,64,C
61,32,B
90,19,B
53,44,B
99,68,A
81,87,A
48,53,B
41,91,B
59,64,B
15,77,B
87,26,B
96,85,A
43,24,C
54,25,C
98,54,A
78,11,B
41,61,B
23,39,C
78,35,B
11,30,C
16,66,B
88,47,B
88,87,A
79,26,B
95,64,A
22,41,C
51,35,B
11,12,C
95,77,A
27,18,C
11,13,C
88,37,B
95,36,B
44,21,C
94,15,B
61,64,B
52,28,B
90,39,B
88,37,B
76,80,A
16,25,C
35,84,B
13,31,C
17,36,C
63,42,B
82,76,A
73,76,A
79,18,B
59,48,B
24,82,B
56,49,B
92,72,A
50,49,B
89,54,A
96,50,A
11,98,B
20,79,B
53,15,C
90,77,A
36,75,B
99,11,B
17,75,B
57,60,B
75,54,B
49,46,B
58,38,B
93,40,B
79,36,B
99,72,A
83,76,A
79,10,B
59,51,B
28,13,C
76,71,A
92,83,A
100,99,A
50,48,B
79,28,B
31,81,B
84,91,A
93,68,A
33,44,C
76,40,B
14,59,C
59,99,A
28,67,B
60,56,B
71,77,A
37,100,B
92,98,A
15,11,C
52,49,B
62,84,A
49,92,A
50,14,C
62,87,A
33,45,C
12,51,C
14,58,C
65,14,C
70,74,A
38,62,B
51,92,A
93,41,B
28,91,B
37,50,B
29,50,C
60,47,B
73,41,B
40,22,C
84,81,A
59,68,B
85,35,B
55,57,B
40,55,B
20,68,B
52,21,C
14,93,B
69,23,B
66,44,B
17,93,B
97,83,A
79,23,B
38,23,C
14,17,C
82,70,A
54,60,B
51,19,C
83,59,A
94,47,A
87,36,B
40,89,B
42,16,C
86,68,A
59,28,B
86,48,B
29,93,B
25,19,C
36,79,B
43,79,B
99,80,A
24,65,B
37,98,B
50,62,B
40,54,B
17,45,C
43,50,B
10,31,C
70,92,A
19,56,C
19,26,C
49,49,B
84,98,A
28,45,C
67,93,A
54,32,B
77,68,A
30,55,B
53,60,B
86,16,B
33,62,B
10,34,C
51,77,B
99,56,A
39,54,B
14,82,B
48,34,B
87,72,A
42,25,C
71,88,A
99,29,B
85,51,B
67,36,B
41,40,B
95,81,A
76,70,A
63,36,B
57,100,A
23,76,B
68,22,B
88,73,A
55,65,B
40,85,B
30,78,B
15,72,B
14,16,C
54,48,B
32,28,C
84,30,B
85,88,A
97,64,A
28,76,B
91,79,A
29,32,C
11,64,C
88,97,A
30,80,B
87,20,B
47,16,C
20,54,C
35,54,B
59,28,B
10,53,C
17,36,C
63,51,B
86,10,B
98,66,A
69,17,B
31,30,C
85,99,A
38,51,B
20,33,C
25,11,C
44,84,B
43,34,C
56,81,B
58,37,B
49,90,B
33,59,B
56,76,B
14,17,C
89,21,B
64,21,B
49,39,B
14,97,B
56,27,B
98,39,B
67,85,A
76,90,A
32,37,C
16,20,C
56,45,B
53,12,C
78,70,A
49,79,B
59,65,B
28,15,C
34,43,C
54,10,C
75,100,A
89,69,A
92,27,B
96,45,A
59,69,B
44,33,C
98,81,A
24,86,B
26,51,C
48,33,B
76,33,B
41,33,C
41,27,C
54,11,C
74,65,B
35,76,B
45,65,B
80,41,B
82,39,B
72,73,A
81,45,B
55,19,C
99,96,A
34,32,C
27,43,C
35,76,B
59,28,B
20,30,C
42,38,B
75,70,A
60,18,C
44,78,B
97,28,B
96,50,A
11,47,C
46,99,A
87,48,B
22,69,B
52,16,C
92,70,A
90,79,A
46,83,B
13,78,B
69,47,B
63,62,B
63,16,C
73,88,A
19,46,C
78,93,A
96,14,B
64,44,B
55,22,C
37,13,C
31,78,B
97,57,A
54,93,A
45,77,B
79,23,B
89,98,A
56,62,B
83,78,A
96,86,A
50,35,B
54,18,C
90,54,A
79,88,A
96,81,A
39,95,B
29,36,C
76,73,A
31,31,C
56,75,B
77,86,A
25,61,B
74,48,B
89,80,A
81,60,A
55,69,B
85,56,A
71,51,B
15,52,C
88,46,B
24,93,B
31,18,C
67,45,B
44,29,C
64,34,B
99,88,A
44,22,C
91,81,A
65,81,A
55,74,B
68,16,B
95,16,B
34,40,C
48,73,B
80,67,A
42,34,C
50,47,B
85,29,B
87,53,A
51,58,B
34,17,C
80,41,B
67,17,B
84,39,B
46,85,B
90,79,A
76,31,B
12,96,B
67,98,A
61,56,B
83,73,A
60,87,A
100,92,A
42,72,B
19,69,B
15,89,B
39,93,B
88,54,A
52,48,B
57,42,B
33,89,B
34,13,C
23,83,B
74,99,A
14,49,C
79,82,A
96,33,B
56,29,B
68,69,B
97,25,B
91,54,A
49,44,B
51,100,A
20,48,C
73,54,B
19,74,B
45,97,A
46,45,B
85,51,B
67,18,B
53,32,B
31,28,C
73,24,B
85,52,B
31,17,C
65,45,B
42,25,C
35,10,C
37,15,C
86,79,A
53,74,B
33,39,C
100,47,A
39,76,B
53,99,A
36,68,B
46,63,B
51,95,A
47,67,B
73,14,B
75,99,A
48,42,B
37,71,B
32,69,B
48,12,C
88,75,A
39,87,B
20,75,B
70,29,B
55,23,C
71,24,B
41,74,B
58,97,A
70,69,B
76,63,B
24,25,C
69,31,B
86,46,B
12,31,C
11,81,B
59,17,C
17,71,B
10,95,B
86,97,A
96,20,B
45,19,C
68,78,A
92,85,A
100,33,B
72,22,B
14,70,B
12,87,B
57,15,C
31,65,B
53,70,B
69,56,B
89,19,B
48,57,B
93,29,B
39,78,B
13,42,C
14,87,B
22,71,B
33,43,C
54,53,B
21,80,B
43,48,B
94,92,A
82,46,B
74,41,B
84,62,A
87,75,A
17,16,C
33,60,B
84,79,A
13,57,C
92,59,A
92,41,B
95,38,B
16,33,C
63,36,B
73,19,B
22,16,C
65,61,B
70,76,A
29,99,B
12,78,B
58,44,B
38,35,C
64,75,B
19,83,B
32,31,C
38,88,B
63,39,B
65,91,A
62,27,B
93,76,A
46,51,B
14,35,C
52,39,B
34,84,B
92,45,B
76,87,A
69,67,B
70,69,B
26,34,C
84,97,A
94,29,B
80,29,B
20,97,B
57,10,C
14,57,C
12,39,C
78,22,B
21,38,C
59,53,B
28,20,C
47,33,B
58,76,B
93,89,A
22,67,B
52,25,C
92,51,A
51,60,B
16,27,C
85,65,A
65,16,B
37,54,B
30,96,B
47,18,C
68,15,B
40,49,B
30,52,B
41,85,B
75,80,A
96,70,A
10,52,C
17,71,B
66,84,A
23,90,B
98,63,A
61,28,B
37,58,B
16,46,C
41,44,B
45,43,B
59,33,B
83,79,A
67,52,B
61,95,A
31,52,B
34,49,B
12,48,C
26,98,B
18,39,C
68,68,B
42,17,C
17,88,B
79,23,B
74,55,B
20,27,C
76,34,B
68,72,A
57,78,B
71,80,A
71,49,B
97,69,A
31,65,B
39,54,B
54,37,B
87,64,A
47,52,B
22,66,B
11,31,C
14,12,C
95,20,B
35,48,B
45,50,B
86,18,B
23,66,B
32,66,B
49,77,B
47,41,B
29,20,C
16,58,C
44,20,C
39,56,B
57,41,B
60,62,B
10,47,C
39,22,C
34,49,B
62,95,A
46,34,B
16,11,C
19,47,C
12,17,C
74,54,B
77,52,B
88,18,B
29,65,B
53,100,A
40,77,B
24,47,C
29,83,B
59,22,B
18,16,C
17,49,C
44,81,B
25,15,C
59,10,C
17,73,B
33,54,B
43,59,B
34,96,B
85,55,A
59,54,B
58,93,A
46,90,B
54,35,B
86,37,B
25,33,C
13,10,C
29,69,B
46,83,B
92,33,B
25,78,B
83,76,A
72,19,B
56,21,C
35,55,B
60,70,B
98,29,B
55,90,A
39,17,C
30,61,B
65,74,B
95,93,A
22,75,B
26,62,B
27,19,C
44,38,B
53,68,B
63,12,C
34,99,B
69,34,B
72,20,B
29,49,C
74,72,A
85,75,A
99,87,A
57,84,A
12,26,C
71,44,B
32,30,C
47,24,C
85,43,B
82,67,A
79,89,A
15,45,C
77,16,B
35,85,B
99,20,B
68,95,A
90,46,B
33,78,B
98,85,A
74,34,B
11,42,C
58,44,B
65,90,A
18,95,B
12,14,C
58,58,B
25,12,C
19,44,C
27,48,C
98,40,B
66,38,B
74,77,A
14,56,C
71,84,A
66,25,B
44,71,B
26,32,C
92,46,B
46,28,C
16,76,B
25,19,C
49,49,B
24,95,B
66,17,B
62,41,B
85,87,A
29,26,C
46,64,B
43,21,C
25,67,B
95,22,B
33,20,C
36,57,B
98,11,B
90,62,A
15,45,C
30,100,B
10,71,B
14,52,C
84,98,A
83,79,A
29,83,B
41,62,B
19,94,B
67,80,A
87,49,B
61,66,B
24,82,B
49,33,B
79,60,B
87,65,A
55,32,B
87,44,B
35,69,B
27,33,C
47,61,B
62,33,B
61,41,B
62,83,A
19,40,C
57,62,B
53,82,B
94,83,A
11,23,C
72,71,A
71,14,B
98,10,B
87,57,A
85,13,B
100,71,A
89,50,B
82,20,B
73,23,B
53,37,B
28,27,C
48,63,B
64,66,B
32,89,B
51,76,B
23,30,C
12,89,B
78,60,B
50,83,B
58,13,C
70,25,B
69,83,A
48,57,B
81,91,A
80,61,A
91,20,B
59,76,B
16,16,C
94,70,A
100,97,A
48,55,B
87,39,B
98,75,A
68,29,B
31,56,B
99,89,A
20,38,C
58,14,C
30,21,C
83,63,A
97,66,A
40,57,B
92,72,A
99,71,A
92,95,A
12,99,B
41,95,B
58,54,B
92,97,A
53,56,B
69,31,B
81,86,A
90,47,B
24,64,B
39,52,B
93,76,A
51,25,C
46,73,B
57,78,B
11,63,C
43,51,B
45,13,C
48,71,B
98,57,A
11,84,B
95,39,B
74,92,A
68,44,B
29,38,C
41,44,B
79,63,A
32,53,B
57,40,B
23,100,B
76,32,B
39,15,C
58,33,B
29,91,B
16,91,B
95,50,A
70,74,A
60,41,B
73,21,B
49,15,C
72,35,B
70,32,B
68,27,B
53,97,A
31,54,B
84,75,A
55,35,B
36,19,C
50,50,B
30,85,B
80,24,B
67,40,B
37,87,B
54,19,C
13,68,B
53,27,B
30,26,C
19,65,B
24,53,C
64,81,A
10,21,C
13,45,C
91,27,B
87,77,A
88,29,B
93,82,A
23,54,C
72,70,A
91,88,A
76,33,B
80,35,B
28,69,B
41,68,B
50,23,C
25,71,B
50,39,B
62,55,B
77,81,A
89,29,B
33,79,B
73,93,A
73,48,B
50,61,B
44,91,B
35,34,C
77,34,B
60,25,B
64,23,B
84,22,B
84,89,A
49,78,B
49,18,C
47,73,B
68,98,A
59,82,A
47,60,B
48,44,B
50,14,C
81,70,A
72,32,B
41,12,C
79,31,B
76,27,B
56,75,B
63,36,B
62,62,B
38,28,C
51,38,B
65,57,B
27,99,B
100,80,A
62,31,B
44,14,C
77,56,B
41,57,B
37,85,B
32,76,B
78,22,B
83,63,A
93,87,A
27,35,C
32,58,B
75,62,B
90,95,A
48,100,A
66,59,B
74,63,B
72,22,B
22,10,C
26,69,B
77,78,A
16,14,C
55,60,B
47,98,A
89,15,B
13,38,C
27,46,C
49,13,C
73,96,A
88,98,A
22,44,C
18,93,B
90,57,A
78,59,B
82,44,B
29,21,C
60,21,B
94,81,A
61,74,B
29,83,B
37,14,C
78,87,A
30,38,C
20,61,B
73,15,B
34,55,B
92,92,A
10,46,C
22,21,C
45,65,B
37,87,B
57,37,B
96,74,A
22,32,C
12,37,C
46,73,B
10,39,C
15,52,C
15,86,B
36,68,B
47,13,C
73,18,B
63,79,A
23,20,C
12,89,B
80,35,B
15,70,B
90,39,B
38,56,B
30,43,C
11,97,B
23,54,C
45,62,B
57,92,A
14,72,B
62,71,B
71,61,B
62,15,C
37,44,B
88,70,A
59,87,A
33,93,B
54,67,B
75,80,A
21,96,B
100,47,A
88,76,A
77,13,B
39,37,C
82,46,B
78,57,B
25,73,B
37,10,C
70,31,B
93,41,B
39,46,B
44,84,B
15,35,C
40,82,B
38,52,B
65,77,A
75,41,B
98,17,B
81,24,B
86,80,A
77,68,A
86,33,B
62,68,B
79,58,B
34,31,C
33,60,B
68,87,A
30,30,C
88,33,B
26,10,C
71,86,A
85,57,A
27,77,B
64,49,B
19,90,B
91,60,A
76,19,B
44,72,B
37,85,B
17,63,B
55,46,B
83,73,A
43,64,B
64,89,A
42,46,B
94,50,A
41,42,B
88,55,A
17,90,B
17,17,C
32,36,C
57,100,A
62,31,B
32,10,C
73,57,B
71,86,A
69,31,B
62,47,B
47,98,A
46,55,B
73,71,A
15,18,C
62,11,C
21,92,B
29,53,B
77,37,B
59,77,B
50,41,B
52,78,B
26,73,B
96,44,A
42,39,B
26,22,C
83,73,A
97,41,B
78,100,A
69,19,B
73,99,A
81,68,A
62,18,B
95,28,B
28,31,C
54,44,B
19,46,C
23,91,B
85,79,A
80,50,B
58,93,A
64,18,B
67,38,B
24,64,B
94,92,A
68,30,B
21,23,C
27,71,B
24,15,C
82,47,B
81,51,B
92,30,B
16,11,C
23,81,B
21,21,C
60,57,B
46,54,B
63,95,A
40,49,B
14,41,C
98,19,B
94,48,A
80,37,B
96,26,B
25,46,C
36,90,B
19,12,C
57,71,B
72,41,B
92,44,B
71,65,B
48,70,B
80,85,A
38,95,B
64,63,B
99,22,B
29,44,C
50,99,A
49,95,A
35,99,B
43,89,B
37,70,B
35,48,B
25,77,B
66,31,B
74,20,B
24,61,B
35,21,C
79,22,B
25,84,B
22,81,B
27,51,C
84,95,A
87,97,A
25,50,C
34,13,C
82,32,B
77,83,A
32,24,C
39,33,C
75,92,A
21,74,B
24,23,C
53,66,B
47,63,B
32,51,B
10,69,C
19,38,C
14,65,C
92,36,B
87,49,B
25,78,B
17,43,C
62,37,B
91,96,A
92,37,B
85,78,A
90,86,A
52,70,B
50,85,B
95,33,B
19,34,C
85,26,B
26,40,C
52,47,B
91,82,A
86,52,B
13,65,C
43,27,C
100,43,A
69,30,B
95,73,A
33,92,B
68,67,B
36,11,C
21,79,B
87,94,A
82,29,B
92,12,B
63,22,B
82,17,B
57,24,B
91,55,A
69,94,A
81,83,A
17,97,B
66,63,B
37,72,B
12,41,C
76,62,B
28,28,C
19,78,B
71,35,B
51,29,B
70,74,A
28,79,B
76,93,A
99,87,A
90,36,B
93,54,A
52,32,B
83,15,B
22,73,B
22,29,C
19,99,B
12,14,C
25,85,B
97,39,B
55,62,B
18,93,B
68,27,B
40,72,B
16,47,C
47,98,A
69,78,A
50,37,B
87,57,A
14,74,B
81,10,B
68,83,A
75,84,A
25,15,C
44,26,C
12,60,C
83,37,B
78,71,A
40,26,C
89,93,A
40,74,B
48,15,C
33,26,C
12,76,B
48,47,B
58,10,C
49,38,B
37,54,B
52,72,B
22,61,B
91,88,A
28,73,B
35,32,C
23,64,B
43,56,B
28,19,C
55,55,B
10,55,C
75,98,A
91,98,A
71,50,B
54,100,A
98,12,B
21,44,C
86,35,B
97,40,B
75,59,B
40,59,B
58,62,B
53,23,C
95,14,B
59,76,B
65,61,B
56,32,B
13,90,B
48,80,B
41,98,B
16,47,C
90,29,B
12,76,B
42,75,B
87,77,A
53,52,B
16,80,B
13,100,B
17,58,C
32,14,C
94,81,A
67,60,B
53,63,B
64,62,B
35,76,B
29,38,C
10,28,C
67,93,A
78,99,A
94,50,A
59,30,B
48,95,A
87,55,A
16,22,C
48,75,B
18,47,C
98,76,A
100,38,B
77,16,B
39,86,B
43,66,B
26,31,C
100,74,A
67,35,B
23,53,C
13,96,B
19,17,C
85,92,A
75,68,A
17,12,C
42,35,C
92,98,A
27,98,B
56,73,B
14,85,B
60,20,B
74,90,A
44,68,B
79,37,B
22,30,C
46,51,B
31,73,B
49,78,B
29,64,B
14,49,C
71,32,B
64,47,B
71,100,A
91,71,A
36,49,B
36,16,C
30,28,C
94,78,A
32,61,B
26,86,B
55,83,B
98,60,A
45,75,B
44,83,B
99,27,B
15,42,C
80,76,A
63,42,B
37,52,B
91,77,A
47,84,B
73,47,B
84,58,A
48,19,C
26,71,B
94,28,B
17,17,C
57,25,B
97,66,A
53,30,B
12,74,B
53,90,A
15,79,B
92,43,B
37,57,B
11,81,B
51,38,B
69,68,B
73,87,A
76,39,B
23,82,B
36,48,B
83,35,B
69,24,B
37,24,C
39,27,C
78,61,B
89,32,B
87,16,B
15,92,B
22,72,B
90,94,A
96,99,A
65,62,B
72,68,A
37,12,C
52,16,C
66,54,B
79,79,A
89,33,B
12,57,C
40,31,C
76,11,B
71,73,A
59,59,B
42,16,C
91,49,A
21,95,B
23,56,C
48,79,B
61,61,B
60,97,A
30,35,C
93,60,A
69,14,B
63,65,B
65,97,A
40,77,B
39,69,B
32,49,B
49,65,B
33,30,C
27,57,B
68,40,B
85,22,B
32,88,B
74,31,B
34,49,B
25,28,C
72,49,B
40,57,B
95,10,B
74,47,B
86,71,A
87,77,A
72,19,B
31,95,B
67,38,B
97,15,B
11,12,C
69,50,B
62,95,A
61,63,B
48,93,A
14,42,C
47,48,B
36,81,B
58,29,B
57,56,B
55,34,B
85,42,B
79,95,A
62,83,A
51,43,B
92,66,A
52,22,C
83,84,A
27,23,C
55,96,A
67,58,B
57,90,A
68,26,B
48,25,C
31,29,C
30,75,B
65,39,B
32,61,B
67,60,B
51,60,B
18,83,B
15,50,C
38,94,B
42,63,B
52,27,C
83,20,B
50,96,A
71,15,B
34,55,B
12,68,B
13,96,B
14,80,B
87,63,A
18,33,C
63,57,B
85,94,A
60,77,B
55,10,C
49,72,B
85,20,B
76,23,B
88,12,B
71,69,A
70,82,A
63,10,C
24,10,C
44,29,C
53,95,A
30,41,C
86,25,B
93,52,A
48,46,B
22,33,C
89,94,A
69,97,A
58,90,A
72,47,B
62,92,A
11,50,C
73,60,B
22,10,C
15,57,C
17,66,B
87,52,B
81,53,B
56,37,B
53,13,C
75,78,A
80,82,A
40,91,B
52,98,A
27,15,C
57,32,B
40,43,B
90,72,A
47,90,B
37,70,B
65,32,B
16,37,C
81,92,A
43,68,B
34,34,C
43,11,C
29,67,B
73,70,A
23,88,B
100,78,A
23,24,C
73,25,B
13,71,B
70,93,A
33,72,B
92,17,B
61,65,B
38,34,C
40,37,C
46,27,C
72,68,A
74,46,B
10,91,B
84,22,B
41,43,B
56,14,C
58,93,A
100,92,A
57,55,B
76,76,A
80,15,B
12,98,B
36,15,C
81,91,A
59,26,B
14,74,B
19,54,C
34,15,C
24,55,C
65,86,A
88,43,B
73,26,B
28,98,B
95,50,A
