KOR,MATH,GRADE 
11,80,B
94,56,A
70,27,B
13,34,C
75,54,B
83,80,A
11,22,C
67,51,B
36,74,B
32,72,B
21,40,C
78,38,B
70,73,A
28,81,B
63,55,B
71,94,A
40,28,C
16,66,B
60,89,A
36,32,C
45,16,C
14,65,C
56,94,A
36,70,B
23,24,C
31,70,B
83,40,B
64,24,B
53,27,B
37,15,C
73,82,A
73,32,B
94,61,A
93,24,B
25,28,C
32,58,B
26,65,B
72,88,A
82,30,B
32,17,C
73,28,B
59,97,A
46,45,B
55,63,B
57,21,C
14,74,B
99,98,A
94,27,B
12,14,C
90,43,B
89,16,B
84,27,B
72,53,B
99,58,A
72,86,A
26,80,B
55,15,C
40,42,B
65,17,B
53,57,B
60,86,A
73,92,A
34,61,B
92,64,A
61,36,B
78,94,A
63,25,B
96,22,B
32,63,B
87,87,A
81,31,B
85,66,A
14,65,C
66,91,A
11,69,B
35,51,B
90,31,B
50,16,C
17,60,C
17,30,C
90,11,B
68,68,B
58,97,A
13,27,C
17,20,C
48,20,C
24,86,B
49,38,B
74,99,A
31,32,C
33,22,C
38,26,C
61,40,B
88,46,B
29,20,C
41,75,B
52,80,B
47,22,C
67,32,B
58,86,A
13,82,B
30,27,C
60,51,B
11,12,C
94,82,A
48,10,C
65,97,A
65,86,A
99,67,A
78,38,B
25,48,C
39,80,B
27,83,B
24,18,C
45,74,B
89,65,A
58,82,A
10,70,B
53,70,B
54,62,B
24,83,B
27,40,C
23,32,C
78,46,B
82,28,B
58,57,B
29,14,C
63,23,B
63,16,C
53,82,B
68,54,B
82,53,B
28,99,B
29,75,B
80,30,B
75,15,B
15,25,C
76,24,B
69,98,A
20,78,B
88,33,B
56,91,A
65,55,B
28,71,B
27,59,B
86,42,B
68,67,B
44,40,B
50,18,C
53,45,B
92,49,A
30,57,B
46,39,B
35,33,C
11,78,B
36,71,B
53,97,A
22,33,C
14,16,C
86,23,B
88,68,A
11,55,C
77,29,B
35,19,C
76,84,A
45,98,A
37,55,B
88,84,A
16,39,C
26,62,B
90,96,A
80,71,A
13,48,C
67,43,B
44,16,C
46,88,B
95,78,A
89,55,A
36,89,B
37,79,B
27,59,B
10,13,C
51,58,B
14,45,C
40,27,C
10,71,B
78,95,A
97,49,A
72,32,B
13,50,C
91,43,B
86,87,A
40,70,B
84,26,B
88,57,A
28,55,B
65,75,A
49,55,B
73,42,B
23,18,C
12,38,C
24,91,B
87,84,A
19,11,C
95,50,A
15,73,B
40,47,B
32,42,C
86,70,A
20,45,C
76,84,A
90,87,A
45,80,B
10,24,C
37,53,B
93,55,A
98,20,B
25,10,C
13,69,B
21,68,B
56,26,B
32,74,B
13,38,C
48,10,C
70,10,B
30,95,B
18,31,C
98,39,B
89,27,B
27,10,C
20,46,C
84,41,B
45,27,C
42,41,B
66,71,B
55,60,B
38,93,B
27,90,B
47,14,C
17,23,C
11,95,B
12,88,B
60,93,A
33,29,C
22,17,C
68,55,B
100,98,A
46,98,A
72,81,A
39,42,B
60,57,B
70,43,B
33,77,B
81,29,B
99,94,A
61,23,B
79,95,A
59,35,B
54,52,B
69,92,A
89,81,A
94,51,A
41,72,B
69,98,A
87,82,A
28,97,B
16,71,B
93,35,B
73,86,A
50,62,B
53,26,C
83,76,A
52,78,B
21,20,C
67,80,A
77,92,A
61,94,A
95,43,B
86,41,B
60,96,A
26,94,B
24,90,B
64,79,A
92,64,A
78,63,A
34,94,B
47,39,B
93,53,A
10,90,B
55,10,C
96,92,A
40,94,B
98,73,A
48,56,B
35,34,C
51,89,A
47,44,B
48,88,B
14,88,B
59,88,A
41,51,B
56,55,B
19,28,C
43,94,B
98,77,A
78,79,A
61,26,B
91,31,B
11,64,C
34,76,B
19,85,B
71,81,A
11,85,B
97,93,A
54,87,A
72,36,B
49,56,B
55,22,C
31,42,C
92,88,A
27,75,B
21,25,C
56,19,C
17,70,B
33,57,B
89,70,A
86,42,B
59,84,A
47,32,C
36,87,B
33,64,B
95,51,A
48,31,C
63,31,B
13,64,C
81,61,A
38,53,B
32,34,C
27,66,B
10,28,C
74,31,B
64,42,B
20,26,C
68,40,B
61,98,A
13,35,C
16,21,C
43,80,B
77,57,B
74,48,B
29,37,C
20,65,B
18,83,B
82,47,B
39,94,B
53,97,A
39,19,C
66,71,B
57,26,B
68,34,B
98,99,A
84,21,B
32,23,C
62,45,B
54,43,B
81,26,B
20,99,B
78,15,B
83,88,A
16,76,B
19,22,C
43,41,B
14,22,C
91,58,A
59,45,B
16,85,B
89,63,A
87,36,B
21,22,C
75,45,B
83,24,B
23,90,B
93,56,A
56,93,A
86,49,B
85,97,A
24,65,B
68,53,B
85,40,B
31,41,C
26,12,C
31,81,B
59,95,A
35,64,B
99,52,A
85,14,B
43,57,B
72,22,B
93,53,A
81,99,A
100,81,A
72,58,B
87,52,B
83,66,A
32,78,B
18,55,C
39,51,B
31,46,C
55,28,B
13,75,B
89,29,B
49,98,A
56,10,C
61,25,B
14,37,C
41,89,B
66,27,B
49,76,B
94,100,A
100,100,A
20,56,C
75,96,A
30,61,B
66,25,B
20,49,C
67,17,B
62,39,B
86,90,A
62,13,C
23,75,B
49,64,B
50,51,B
60,21,B
33,85,B
41,12,C
28,87,B
62,69,B
84,89,A
81,52,B
61,37,B
22,92,B
71,58,B
67,28,B
45,16,C
57,67,B
100,41,A
56,58,B
55,95,A
54,51,B
13,44,C
31,48,C
41,56,B
27,46,C
22,39,C
100,70,A
41,13,C
33,37,C
52,74,B
36,50,B
88,39,B
25,14,C
37,16,C
18,19,C
68,71,B
31,35,C
36,51,B
25,65,B
81,82,A
51,88,B
49,46,B
82,96,A
26,32,C
60,17,C
33,54,B
12,40,C
11,17,C
100,43,A
26,77,B
35,17,C
65,83,A
83,40,B
56,29,B
69,42,B
63,98,A
96,52,A
51,90,A
74,14,B
91,54,A
78,43,B
80,63,A
73,88,A
92,56,A
86,89,A
78,43,B
71,73,A
96,22,B
65,10,C
93,40,B
14,58,C
75,30,B
14,60,C
33,57,B
34,79,B
12,66,C
86,40,B
77,35,B
20,79,B
10,44,C
65,13,C
85,89,A
65,29,B
56,51,B
34,12,C
60,20,B
36,49,B
54,73,B
35,30,C
95,80,A
40,18,C
64,16,B
80,95,A
16,79,B
64,69,B
17,22,C
12,42,C
55,34,B
74,88,A
67,85,A
28,50,C
69,30,B
99,75,A
46,89,B
65,66,B
90,97,A
61,80,A
79,71,A
19,15,C
68,71,B
52,36,B
27,40,C
28,38,C
91,94,A
67,45,B
33,15,C
65,49,B
50,56,B
18,18,C
20,11,C
90,46,B
72,31,B
69,19,B
10,35,C
37,84,B
89,96,A
13,92,B
32,52,B
22,99,B
28,55,B
70,36,B
67,94,A
83,41,B
71,26,B
96,27,B
69,36,B
16,25,C
87,92,A
29,42,C
35,76,B
10,69,C
79,83,A
51,66,B
99,71,A
70,93,A
15,85,B
64,36,B
64,49,B
83,60,A
60,18,C
97,72,A
80,89,A
25,87,B
40,60,B
39,27,C
43,44,B
45,27,C
62,46,B
98,75,A
68,38,B
95,75,A
17,89,B
68,32,B
55,23,C
81,65,A
81,80,A
14,73,B
74,37,B
69,57,B
24,38,C
37,52,B
97,59,A
12,18,C
62,66,B
12,45,C
76,31,B
52,19,C
72,59,B
46,53,B
56,17,C
99,29,B
27,89,B
25,66,B
41,97,B
33,36,C
39,78,B
95,26,B
21,50,C
85,90,A
95,13,B
28,30,C
40,57,B
57,50,B
65,27,B
59,33,B
98,22,B
22,81,B
19,93,B
61,74,B
25,70,B
39,70,B
18,77,B
59,48,B
44,90,B
46,80,B
29,71,B
10,84,B
82,79,A
79,39,B
75,81,A
85,44,B
38,77,B
82,58,A
39,78,B
37,12,C
54,67,B
95,53,A
53,66,B
74,18,B
25,99,B
70,89,A
53,66,B
85,94,A
40,96,B
70,55,B
53,13,C
35,86,B
56,17,C
74,35,B
75,67,A
48,32,B
82,13,B
27,13,C
20,25,C
100,58,A
75,61,B
44,29,C
66,84,A
34,63,B
41,21,C
59,26,B
54,64,B
12,57,C
52,10,C
28,23,C
79,21,B
77,85,A
32,90,B
82,65,A
57,72,B
35,18,C
96,51,A
24,79,B
24,80,B
70,91,A
23,71,B
55,24,C
57,41,B
43,12,C
51,22,C
100,85,A
43,65,B
77,68,A
53,44,B
94,66,A
45,77,B
33,15,C
52,75,B
99,59,A
19,84,B
78,21,B
41,85,B
36,92,B
46,65,B
79,56,B
82,100,A
40,13,C
60,56,B
73,44,B
85,44,B
14,21,C
45,87,B
26,85,B
58,97,A
87,96,A
68,85,A
54,98,A
41,16,C
52,68,B
28,62,B
78,47,B
45,57,B
13,94,B
36,58,B
99,65,A
78,87,A
84,30,B
44,75,B
57,55,B
39,46,B
87,67,A
64,49,B
37,61,B
50,42,B
98,31,B
21,64,B
87,40,B
75,87,A
88,14,B
13,29,C
27,26,C
40,43,B
44,46,B
47,92,B
99,69,A
69,61,B
92,79,A
75,51,B
66,27,B
68,94,A
37,71,B
94,28,B
11,60,C
93,48,A
75,32,B
47,97,A
20,14,C
36,43,C
73,51,B
70,87,A
100,77,A
52,38,B
19,44,C
92,29,B
78,56,B
69,98,A
80,55,B
87,56,A
49,50,B
64,51,B
89,59,A
38,55,B
32,77,B
61,10,C
71,88,A
88,12,B
50,47,B
36,55,B
62,98,A
70,84,A
18,75,B
97,59,A
24,76,B
50,58,B
46,97,A
45,71,B
67,55,B
96,66,A
27,85,B
42,77,B
25,65,B
52,45,B
53,82,B
76,41,B
67,16,B
47,81,B
67,17,B
96,65,A
26,100,B
59,11,C
41,23,C
78,60,B
76,66,A
76,26,B
88,12,B
38,19,C
58,19,C
52,69,B
68,24,B
20,87,B
66,23,B
70,33,B
66,49,B
64,78,A
71,22,B
57,60,B
31,84,B
74,36,B
11,59,C
32,72,B
66,24,B
97,36,B
73,13,B
32,45,C
55,57,B
13,75,B
31,92,B
22,87,B
93,78,A
76,80,A
95,84,A
50,18,C
85,46,B
44,44,B
94,18,B
81,75,A
35,94,B
23,78,B
30,16,C
21,34,C
33,87,B
13,99,B
27,33,C
48,41,B
49,79,B
30,18,C
29,17,C
20,50,C
74,16,B
27,86,B
81,34,B
17,37,C
15,59,C
77,21,B
77,46,B
75,30,B
32,99,B
73,16,B
83,61,A
25,59,B
86,94,A
34,91,B
84,34,B
29,32,C
11,94,B
79,26,B
76,24,B
27,27,C
70,69,B
46,97,A
32,48,B
83,48,B
29,33,C
82,52,B
48,91,B
35,55,B
25,48,C
45,34,C
25,63,B
64,78,A
16,28,C
46,83,B
15,41,C
29,43,C
45,51,B
52,63,B
72,50,B
30,62,B
10,59,C
21,81,B
36,10,C
29,48,C
80,85,A
14,26,C
29,83,B
32,81,B
72,17,B
27,64,B
50,73,B
50,17,C
23,98,B
16,83,B
35,11,C
61,20,B
10,75,B
54,37,B
64,93,A
23,19,C
70,87,A
25,66,B
20,89,B
69,84,A
26,64,B
87,70,A
61,85,A
70,79,A
62,56,B
96,41,B
32,43,C
25,11,C
95,48,A
21,34,C
20,25,C
63,46,B
31,86,B
29,25,C
93,22,B
76,71,A
97,41,B
37,97,B
21,68,B
99,24,B
30,39,C
23,90,B
92,73,A
51,55,B
80,36,B
69,57,B
40,59,B
50,36,B
50,13,C
16,76,B
64,24,B
46,66,B
30,58,B
93,56,A
62,56,B
61,61,B
75,11,B
73,11,B
70,93,A
38,73,B
45,22,C
54,81,B
23,39,C
32,21,C
62,68,B
55,53,B
86,22,B
34,94,B
63,89,A
95,60,A
47,73,B
21,96,B
22,43,C
25,11,C
15,66,B
86,80,A
45,20,C
61,46,B
67,97,A
23,14,C
48,10,C
97,40,B
49,39,B
66,78,A
49,37,B
96,19,B
41,61,B
75,78,A
87,59,A
11,31,C
88,76,A
76,57,B
97,57,A
22,27,C
90,75,A
40,53,B
91,71,A
21,15,C
63,40,B
66,10,C
48,91,B
85,30,B
30,41,C
76,37,B
72,28,B
24,76,B
54,24,C
63,54,B
57,90,A
93,13,B
14,78,B
81,14,B
14,81,B
14,72,B
72,11,B
43,100,A
94,66,A
54,79,B
26,90,B
45,26,C
52,51,B
72,38,B
36,86,B
77,42,B
39,46,B
88,25,B
57,80,B
83,25,B
65,50,B
87,54,A
16,14,C
83,55,B
31,100,B
90,50,A
79,98,A
37,100,B
38,44,B
48,51,B
44,61,B
34,37,C
82,20,B
48,41,B
50,40,B
98,55,A
34,54,B
52,93,A
50,19,C
32,48,B
14,21,C
84,92,A
99,87,A
29,100,B
92,55,A
73,72,A
64,46,B
20,15,C
41,56,B
66,68,B
73,31,B
60,96,A
36,62,B
72,43,B
59,35,B
58,77,B
12,67,C
21,45,C
93,85,A
25,23,C
20,57,C
39,70,B
79,33,B
37,64,B
52,25,C
21,36,C
81,87,A
82,91,A
14,96,B
100,74,A
91,74,A
60,17,C
58,23,B
91,36,B
30,31,C
38,89,B
17,21,C
77,61,B
98,16,B
42,78,B
85,33,B
81,58,B
68,97,A
94,43,B
14,19,C
37,80,B
48,50,B
47,86,B
77,79,A
29,68,B
88,73,A
72,87,A
71,30,B
66,54,B
65,40,B
50,85,B
28,45,C
12,75,B
79,74,A
96,14,B
76,35,B
80,17,B
52,94,A
74,37,B
67,29,B
30,18,C
33,51,B
56,18,C
44,71,B
31,14,C
38,42,B
88,84,A
20,71,B
100,39,B
52,92,A
39,58,B
39,80,B
31,37,C
31,37,C
17,79,B
63,15,C
44,70,B
48,54,B
25,38,C
17,13,C
54,64,B
38,11,C
87,24,B
89,60,A
16,48,C
79,65,A
35,79,B
37,89,B
84,95,A
46,20,C
38,44,B
68,69,B
10,11,C
74,75,A
82,45,B
11,97,B
59,12,C
84,84,A
68,73,A
85,61,A
78,15,B
39,60,B
59,87,A
71,41,B
40,65,B
100,22,B
95,31,B
44,67,B
59,42,B
19,90,B
71,43,B
76,19,B
78,17,B
15,90,B
34,77,B
85,64,A
29,70,B
15,37,C
29,60,B
19,20,C
37,95,B
55,12,C
54,27,B
25,54,C
72,75,A
13,38,C
56,32,B
67,81,A
90,57,A
66,10,C
22,18,C
12,23,C
41,55,B
69,79,A
18,23,C
22,98,B
16,26,C
71,88,A
72,89,A
44,90,B
50,53,B
93,66,A
45,82,B
94,71,A
49,29,C
69,96,A
79,69,A
72,42,B
56,65,B
53,26,C
25,16,C
96,64,A
81,40,B
78,87,A
87,26,B
47,87,B
95,13,B
58,86,A
86,26,B
99,54,A
49,92,A
39,77,B
60,28,B
54,47,B
87,31,B
29,22,C
51,76,B
83,64,A
59,91,A
63,38,B
80,50,B
33,69,B
70,82,A
24,27,C
89,19,B
15,96,B
40,29,C
51,29,B
31,49,B
49,77,B
23,24,C
39,68,B
98,29,B
88,13,B
17,44,C
21,52,C
57,75,B
47,97,A
94,73,A
11,68,C
88,92,A
25,74,B
48,65,B
54,67,B
92,42,B
36,62,B
85,77,A
40,17,C
91,68,A
68,75,A
79,87,A
48,17,C
54,26,B
45,28,C
83,78,A
17,83,B
78,25,B
46,93,B
49,62,B
50,64,B
89,19,B
39,72,B
11,95,B
23,74,B
12,91,B
58,49,B
57,34,B
12,18,C
59,51,B
34,45,C
33,57,B
25,62,B
81,64,A
43,41,B
22,26,C
99,77,A
20,34,C
19,18,C
54,96,A
63,58,B
30,12,C
13,62,C
75,54,B
35,82,B
12,70,B
17,71,B
23,87,B
100,36,B
17,88,B
75,73,A
51,22,C
76,24,B
50,37,B
12,44,C
67,72,B
68,79,A
59,62,B
52,58,B
98,65,A
49,74,B
82,16,B
85,38,B
66,35,B
66,98,A
61,15,C
93,79,A
17,72,B
60,43,B
57,53,B
35,58,B
66,73,B
51,73,B
52,66,B
30,48,C
73,18,B
88,76,A
76,90,A
12,73,B
12,45,C
44,82,B
18,42,C
69,68,B
68,47,B
39,69,B
47,92,B
93,74,A
15,44,C
51,43,B
27,95,B
85,50,B
95,14,B
91,23,B
42,59,B
71,60,B
25,49,C
37,74,B
18,21,C
68,27,B
14,29,C
40,30,C
43,33,C
40,85,B
84,22,B
41,14,C
24,14,C
90,38,B
25,97,B
48,29,C
35,31,C
79,66,A
14,74,B
68,10,C
21,22,C
100,28,B
61,77,B
94,52,A
38,88,B
97,81,A
98,53,A
22,55,C
33,37,C
100,30,B
59,66,B
32,76,B
37,79,B
62,34,B
94,79,A
93,93,A
60,42,B
52,46,B
12,90,B
77,72,A
44,41,B
91,34,B
42,27,C
45,84,B
82,75,A
55,80,B
67,82,A
38,90,B
72,40,B
29,33,C
20,43,C
98,64,A
14,16,C
29,70,B
82,38,B
24,73,B
61,22,B
11,72,B
85,23,B
82,62,A
100,92,A
48,76,B
42,69,B
86,19,B
34,68,B
77,93,A
33,29,C
50,49,B
75,49,B
61,82,A
30,72,B
73,82,A
79,92,A
60,31,B
12,75,B
90,54,A
23,17,C
51,13,C
31,82,B
50,61,B
79,87,A
10,65,C
87,59,A
99,25,B
84,10,B
15,46,C
51,81,B
75,86,A
81,54,B
36,24,C
80,47,B
25,58,B
68,35,B
63,42,B
54,96,A
53,59,B
60,58,B
20,16,C
84,64,A
39,51,B
14,12,C
50,27,C
34,51,B
88,17,B
48,53,B
12,48,C
94,32,B
59,100,A
43,96,B
20,10,C
22,60,B
27,99,B
71,88,A
36,47,B
90,53,A
99,40,B
95,79,A
21,88,B
18,51,C
12,50,C
11,12,C
19,80,B
14,67,B
100,50,A
76,16,B
69,58,B
77,32,B
20,15,C
61,41,B
52,97,A
80,40,B
31,21,C
13,41,C
31,89,B
43,53,B
63,46,B
88,16,B
78,88,A
60,71,B
25,32,C
66,63,B
74,67,A
37,33,C
28,41,C
76,84,A
69,83,A
25,44,C
62,54,B
88,63,A
25,18,C
77,58,B
64,63,B
54,96,A
56,96,A
31,24,C
97,20,B
98,74,A
27,40,C
80,24,B
54,50,B
32,93,B
37,95,B
72,52,B
31,19,C
13,100,B
31,48,C
63,51,B
67,24,B
53,56,B
100,81,A
11,26,C
98,92,A
84,10,B
31,96,B
71,17,B
100,66,A
95,65,A
58,88,A
36,77,B
31,20,C
75,100,A
73,79,A
15,76,B
34,63,B
61,52,B
29,85,B
21,30,C
59,83,A
42,14,C
57,92,A
67,98,A
18,58,C
46,46,B
17,18,C
31,89,B
23,48,C
49,52,B
21,29,C
35,83,B
70,75,A
37,45,B
94,66,A
77,61,B
40,36,C
11,99,B
63,86,A
93,61,A
73,46,B
92,85,A
49,11,C
44,58,B
45,24,C
70,77,A
36,30,C
10,39,C
44,97,A
85,68,A
19,72,B
86,12,B
83,42,B
71,76,A
43,72,B
64,32,B
37,68,B
66,43,B
91,60,A
68,89,A
54,58,B
20,65,B
88,50,B
41,68,B
88,20,B
14,49,C
85,42,B
63,80,A
96,53,A
46,21,C
77,41,B
57,97,A
81,67,A
67,71,B
46,35,B
53,66,B
96,37,B
12,63,C
90,35,B
38,55,B
24,88,B
43,33,C
93,90,A
41,43,B
56,55,B
30,27,C
61,91,A
30,20,C
26,52,C
94,65,A
40,51,B
38,100,B
31,45,C
28,29,C
12,89,B
30,64,B
98,15,B
85,22,B
26,83,B
97,99,A
50,12,C
89,59,A
36,17,C
52,73,B
17,29,C
30,20,C
60,67,B
89,93,A
83,48,B
21,75,B
89,76,A
23,16,C
96,68,A
72,12,B
37,99,B
36,31,C
21,52,C
16,21,C
12,58,C
48,74,B
90,39,B
66,86,A
28,22,C
64,78,A
91,47,B
18,11,C
22,10,C
67,20,B
66,19,B
42,56,B
63,58,B
12,20,C
49,94,A
49,48,B
72,17,B
94,18,B
37,45,B
70,90,A
69,56,B
17,88,B
46,88,B
19,82,B
11,68,C
73,88,A
29,30,C
88,85,A
13,86,B
84,48,B
69,29,B
47,34,B
24,26,C
46,41,B
18,68,B
18,97,B
13,60,C
46,20,C
47,67,B
100,83,A
100,82,A
36,87,B
45,24,C
13,13,C
23,51,C
83,100,A
50,90,A
60,90,A
27,39,C
13,25,C
96,61,A
66,11,C
59,32,B
34,98,B
78,47,B
63,99,A
90,21,B
67,14,B
53,39,B
74,19,B
66,35,B
54,53,B
90,56,A
66,54,B
13,22,C
54,94,A
36,45,B
15,34,C
97,90,A
51,52,B
31,50,B
13,26,C
68,71,B
38,62,B
37,33,C
11,97,B
42,58,B
32,87,B
24,74,B
27,90,B
35,75,B
90,87,A
75,25,B
91,67,A
57,33,B
89,83,A
71,63,B
16,37,C
73,21,B
93,80,A
11,43,C
28,21,C
35,39,C
28,45,C
43,12,C
90,74,A
76,20,B
57,41,B
57,95,A
66,50,B
59,70,B
99,22,B
87,64,A
72,84,A
20,44,C
91,90,A
44,61,B
35,87,B
53,11,C
85,56,A
10,44,C
15,87,B
48,38,B
34,47,B
20,69,B
35,13,C
55,17,C
100,61,A
30,30,C
45,87,B
25,32,C
78,52,B
88,36,B
60,64,B
78,15,B
87,38,B
91,93,A
39,59,B
90,54,A
35,66,B
43,22,C
55,98,A
23,20,C
82,63,A
65,97,A
41,42,B
47,37,B
94,24,B
32,31,C
10,33,C
26,84,B
11,64,C
46,23,C
90,98,A
49,95,A
41,49,B
89,19,B
97,59,A
92,31,B
53,20,C
61,21,B
11,36,C
16,15,C
89,62,A
52,46,B
67,73,A
10,40,C
57,33,B
10,10,C
97,93,A
23,96,B
13,76,B
25,10,C
55,48,B
42,68,B
93,94,A
55,99,A
54,79,B
26,36,C
71,71,A
35,89,B
26,18,C
21,83,B
20,66,B
30,49,C
85,86,A
25,63,B
36,66,B
30,98,B
51,36,B
29,40,C
23,40,C
52,85,B
50,73,B
18,96,B
79,77,A
78,20,B
24,53,C
74,38,B
79,36,B
28,95,B
91,20,B
31,14,C
55,14,C
100,88,A
76,68,A
84,76,A
50,60,B
36,37,C
82,85,A
72,85,A
70,62,B
100,98,A
83,48,B
37,15,C
42,39,B
18,87,B
59,52,B
80,46,B
41,74,B
77,99,A
93,89,A
11,100,B
79,52,B
94,30,B
97,50,A
68,84,A
28,11,C
69,77,A
54,15,C
52,60,B
42,47,B
78,79,A
86,80,A
73,100,A
92,51,A
17,39,C
36,17,C
96,21,B
39,45,B
84,19,B
88,83,A
29,18,C
100,16,B
40,15,C
40,84,B
96,48,A
53,62,B
81,66,A
23,47,C
84,92,A
74,11,B
64,90,A
56,37,B
75,51,B
85,47,B
12,42,C
96,42,B
20,49,C
73,11,B
40,30,C
63,65,B
37,13,C
88,100,A
80,12,B
29,72,B
53,25,C
75,79,A
85,75,A
20,19,C
29,92,B
49,25,C
87,87,A
13,58,C
84,25,B
43,97,A
45,87,B
62,18,B
88,50,B
58,87,A
87,75,A
26,59,B
31,23,C
36,86,B
42,82,B
66,28,B
80,68,A
81,82,A
100,39,B
55,35,B
20,10,C
11,46,C
78,83,A
26,30,C
24,93,B
73,44,B
11,89,B
35,45,B
39,90,B
22,20,C
76,99,A
64,28,B
65,91,A
80,31,B
54,33,B
34,90,B
86,58,A
57,58,B
59,49,B
35,94,B
12,96,B
16,78,B
76,90,A
64,57,B
82,54,B
46,96,A
99,80,A
12,26,C
68,28,B
13,66,C
65,98,A
62,26,B
38,73,B
39,41,B
81,85,A
97,49,A
30,79,B
13,87,B
16,97,B
78,63,A
30,45,C
21,24,C
42,98,A
87,16,B
80,95,A
67,34,B
58,100,A
12,28,C
52,70,B
78,36,B
42,75,B
19,39,C
68,16,B
46,35,B
86,92,A
81,78,A
31,72,B
74,64,B
37,87,B
37,11,C
88,88,A
28,27,C
71,98,A
34,95,B
38,54,B
23,60,B
14,65,C
16,30,C
81,26,B
14,90,B
25,91,B
42,70,B
84,31,B
57,86,A
18,71,B
51,80,B
14,35,C
78,15,B
83,94,A
88,76,A
75,36,B
17,17,C
30,13,C
81,14,B
35,52,B
59,19,C
83,91,A
95,27,B
68,10,C
10,44,C
52,42,B
95,18,B
13,35,C
73,41,B
66,25,B
35,31,C
86,92,A
18,41,C
43,52,B
84,40,B
99,85,A
21,80,B
67,16,B
73,47,B
83,43,B
83,72,A
98,18,B
95,89,A
61,83,A
54,50,B
90,28,B
80,46,B
27,75,B
89,53,A
81,94,A
25,59,B
92,48,A
70,28,B
92,71,A
48,23,C
84,76,A
87,35,B
75,84,A
57,43,B
77,85,A
85,55,A
91,42,B
85,77,A
25,20,C
74,22,B
79,11,B
30,12,C
43,42,B
55,92,A
22,92,B
18,13,C
69,72,A
78,71,A
74,94,A
48,38,B
54,90,A
11,12,C
46,93,B
18,46,C
88,37,B
14,67,B
34,58,B
90,85,A
66,35,B
21,100,B
31,65,B
75,77,A
26,97,B
51,19,C
24,58,B
62,81,A
84,67,A
79,50,B
95,98,A
27,83,B
55,39,B
52,43,B
32,56,B
46,36,B
51,82,B
67,29,B
82,30,B
53,65,B
73,36,B
70,67,B
20,49,C
62,89,A
70,25,B
96,90,A
71,25,B
17,47,C
80,76,A
17,98,B
100,15,B
17,58,C
28,16,C
63,76,B
45,87,B
58,75,B
12,72,B
42,27,C
44,53,B
55,88,A
95,67,A
84,84,A
88,71,A
58,60,B
66,96,A
95,94,A
97,86,A
27,34,C
10,89,B
97,23,B
88,53,A
12,35,C
56,37,B
90,84,A
26,38,C
65,67,B
42,48,B
91,13,B
94,66,A
42,97,B
26,23,C
20,16,C
65,73,B
45,78,B
100,62,A
68,35,B
85,47,B
21,83,B
90,89,A
37,46,B
73,83,A
59,27,B
10,25,C
28,12,C
37,12,C
54,62,B
39,86,B
51,57,B
84,92,A
42,82,B
88,44,B
28,48,C
44,44,B
50,85,B
93,87,A
50,88,B
95,39,B
11,27,C
36,73,B
25,99,B
61,34,B
49,72,B
98,56,A
50,33,B
23,50,C
30,53,B
30,38,C
13,73,B
55,97,A
93,19,B
39,49,B
100,99,A
93,99,A
31,81,B
66,61,B
100,76,A
75,32,B
35,72,B
96,13,B
67,79,A
12,15,C
48,52,B
18,42,C
79,69,A
83,10,B
27,52,C
88,78,A
61,27,B
49,89,B
37,84,B
65,100,A
85,88,A
73,25,B
93,92,A
29,99,B
55,35,B
82,25,B
67,24,B
75,30,B
30,18,C
56,60,B
79,77,A
37,57,B
12,28,C
30,46,C
10,73,B
57,20,C
41,32,C
48,89,B
88,77,A
51,65,B
36,77,B
22,41,C
63,73,B
64,63,B
74,18,B
73,42,B
81,62,A
68,66,B
25,72,B
78,93,A
21,99,B
17,92,B
25,36,C
59,59,B
14,47,C
77,70,A
21,84,B
18,34,C
36,26,C
91,78,A
47,54,B
69,37,B
50,14,C
38,17,C
99,78,A
61,24,B
29,78,B
26,99,B
76,44,B
28,57,B
77,28,B
15,43,C
65,64,B
59,96,A
94,73,A
72,81,A
75,32,B
80,60,A
35,95,B
35,96,B
54,17,C
87,46,B
17,56,C
35,26,C
71,29,B
94,56,A
43,94,B
58,18,C
60,34,B
95,59,A
53,46,B
88,46,B
49,100,A
57,23,B
70,48,B
40,96,B
53,40,B
51,78,B
63,93,A
70,20,B
70,65,B
73,41,B
43,18,C
96,46,A
67,81,A
98,40,B
35,92,B
13,63,C
53,40,B
86,73,A
51,85,B
63,61,B
28,89,B
60,88,A
19,93,B
42,89,B
84,40,B
36,89,B
57,92,A
80,24,B
22,79,B
60,93,A
32,20,C
41,79,B
47,76,B
18,45,C
23,42,C
48,17,C
64,88,A
17,30,C
88,67,A
86,98,A
55,85,A
84,16,B
55,38,B
63,46,B
61,36,B
23,49,C
35,51,B
13,98,B
20,71,B
19,10,C
90,14,B
72,51,B
40,62,B
77,14,B
57,77,B
42,67,B
70,60,B
62,88,A
66,41,B
51,41,B
48,51,B
41,61,B
28,51,C
95,95,A
98,63,A
73,94,A
72,40,B
76,94,A
100,96,A
32,72,B
15,11,C
74,99,A
82,65,A
44,89,B
41,41,B
28,17,C
38,44,B
24,65,B
50,74,B
63,62,B
89,93,A
100,69,A
48,39,B
81,12,B
23,88,B
31,20,C
96,72,A
62,78,A
58,43,B
35,40,C
73,88,A
85,95,A
62,10,C
61,25,B
52,67,B
20,76,B
82,90,A
40,15,C
58,37,B
54,51,B
